"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS1","Achnanthes","plant","plant","plant","genus","sessile",9.37333333333332e-10,9259091.0571,0.00867885468418839,NA,0.559281819926388
"IS1","Amphora","plant","plant","plant","genus","sessile",1.727e-09,298857.003,0.000516126044181,NA,0.559281819926388
"IS1","Bacteria","detritus","heterotrophic bacteria","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.166484216753511
"IS1","Cocconeis","plant","plant","plant","genus","sessile",8.5e-09,2596394.7685,0.02206935553225,NA,0.559281819926388
"IS1","CPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.166484216753511
"IS1","Cymbella","plant","plant","plant","genus","sessile",7.92e-10,239085.6024,0.0001893557971008,NA,0.559281819926388
"IS1","Epithemia","plant","plant","plant","genus","sessile",3.598e-09,12742078.1995,0.045845997361801,NA,0.559281819926388
"IS1","Eukiefferiella minor","animal","ectotherm invertebrate","herbivore","species","walking",0.000167493988,28,0.004689831664,2.9441434882367e-06,0.910946582453165
"IS1","Eunotia","plant","plant","plant","genus","sessile",7.28e-10,485747.0086,0.0003536238222608,NA,0.559281819926388
"IS1","Filamentous algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.559281819926388
"IS1","FPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.166484216753511
"IS1","Fragilaria","plant","plant","plant","genus","sessile",9.1e-10,1359560.03093333,0.00123719962814933,NA,0.559281819926388
"IS1","Frustulia","plant","plant","plant","genus","sessile",3.232e-08,591736.715,0.0191249306288,NA,0.559281819926388
"IS1","Fungi","detritus","heterotrophic fungi","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.166484216753511
"IS1","Gomphonema","plant","plant","plant","genus","sessile",4.70133333333332e-10,1215745.2265,0.000571562355818532,NA,0.559281819926388
"IS1","Green algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.559281819926388
"IS1","Helobdella stagnalis","animal","ectotherm invertebrate","carnivore","species","walking",0.002653319624,4,0.010613278496,2.9902815269903e-06,0.910946582453165
"IS1","Limnophora riparia","animal","ectotherm invertebrate","carnivore","species","walking",0.000481433916,36,0.017331620976,8.01059984015352e-06,0.910946582453165
"IS1","Macrophytes","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.559281819926388
"IS1","Melosira","plant","plant","plant","genus","sessile",1.14e-08,1072433.188,0.0122257383432,NA,0.559281819926388
"IS1","Meridion","plant","plant","plant","genus","sessile",1.452e-09,2396578.318,0.003479831717736,NA,0.559281819926388
"IS1","Micropsectra atrofasciata","animal","ectotherm invertebrate","herbivore","species","walking",0.000113930776,232,0.026431940032,1.8555156718204e-05,0.910946582453165
"IS1","Navicula","plant","plant","plant","genus","sessile",5.076e-10,1676475.39971667,0.000850978912896182,NA,0.559281819926388
"IS1","Nitzschia","plant","plant","plant","genus","sessile",1.0601e-09,11675508.776175,0.0123772068536231,NA,0.559281819926388
"IS1","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",1.6769556e-05,6112,0.102495526272,0.000125416636274111,0.910946582453165
"IS1","Orthocladius sp.","animal","ectotherm invertebrate","herbivore","genus","walking",0.000200587588,476,0.095479691888,5.68858596055664e-05,0.910946582453165
"IS1","Pinnularia","plant","plant","plant","genus","sessile",7.59e-09,183102.10365,0.0013897449667035,NA,0.559281819926388
"IS1","Pisidium sp.","animal","ectotherm invertebrate","herbivore","genus","sessile",0.001289075936,4,0.005156303744,1.79109746713051e-06,0.910946582453165
"IS1","Radix balthica","animal","ectotherm invertebrate","herbivore","species","walking",0.001587620964,3276,5.201046278064,0.00170073101368298,0.910946582453165
"IS1","Rhoicosphenia","plant","plant","plant","genus","sessile",1.852e-10,2865575.206,0.0005307045281512,NA,0.559281819926388
"IS1","Rhopalodia","plant","plant","plant","genus","sessile",4.64e-09,6243602.501,0.02897031560464,NA,0.559281819926388
"IS1","Salmo trutta","animal","ectotherm vertebrate","carnivore","species","swimming",29.712611824,0.5,14.856305912,0.0010282585090822,0.910946582453165
"IS1","Simulium aureum","animal","ectotherm invertebrate","omnivore","species","walking",0.00086430888,976,0.84356546688,0.000329038171021944,0.910946582453165
"IS1","Simulium vittatum","animal","ectotherm invertebrate","omnivore","species","walking",0.000716539904,888,0.636287434752,0.000262056616236581,0.910946582453165
"IS1","Sperchon glandulosus","animal","ectotherm invertebrate","herbivore","species","walking",0.000540738884,96,0.051910932864,2.31981804244104e-05,0.910946582453165
"IS1","Synedra","plant","plant","plant","genus","sessile",2.848e-08,5340110.285,0.1520863409168,NA,0.559281819926388
"IS1","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.166484216753511
"IS1","Tetracyclus","plant","plant","plant","genus","sessile",2.648e-09,119542.8012,0.0003165493375776,NA,0.559281819926388
"IS1","Thienemanniella sp.","animal","ectotherm invertebrate","herbivore","genus","walking",5.331834e-05,4,0.00021327336,1.86596667766929e-07,0.910946582453165
