"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS13","Achnanthes","plant","plant","plant","genus","sessile",5.16133333333332e-10,269495799.432,0.139095765280169,NA,0.464025138133967
"IS13","Amphora","plant","plant","plant","genus","sessile",1.28e-10,107335655.853333,0.0137389639492266,NA,0.464025138133967
"IS13","Bacteria","detritus","heterotrophic bacteria","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.119924161044385
"IS13","Capnia vidua","animal","ectotherm invertebrate","herbivore","species","walking",1.642608e-06,40,6.570432e-05,3.15595125351358e-08,0.874665072781184
"IS13","Clinocera stagnalis","animal","ectotherm invertebrate","carnivore","species","walking",5.8781564e-05,36,0.002116136304,3.60167822697143e-07,0.874665072781184
"IS13","Cocconeis","plant","plant","plant","genus","sessile",1.764e-09,1131300.948,0.001995614872272,NA,0.464025138133967
"IS13","CPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.119924161044385
"IS13","Cricotopus sp. A","animal","ectotherm invertebrate","herbivore","genus","walking",7.7398784e-05,8,0.000619190272,9.73043883403193e-08,0.874665072781184
"IS13","Cymbella","plant","plant","plant","genus","sessile",8.44e-10,707663.495,0.00059726798978,NA,0.464025138133967
"IS13","Diamesa bertrami","animal","ectotherm invertebrate","herbivore","species","walking",0.000125935032,608,0.076568499456,1.04483770590696e-05,0.874665072781184
"IS13","Diamesa zernyi","animal","ectotherm invertebrate","herbivore","species","walking",0.000185088436,68,0.012586013648,1.53599360598277e-06,0.874665072781184
"IS13","Diatoma","plant","plant","plant","genus","sessile",3.06e-09,233635804,0.71492556024,NA,0.464025138133967
"IS13","Dicranota exclusa","animal","ectotherm invertebrate","omnivore","species","walking",0.00319824846,64,0.20468790144,1.09322319579943e-05,0.874665072781184
"IS13","Eukiefferiella minor","animal","ectotherm invertebrate","herbivore","species","walking",5.9100064e-05,18240,1.07798516736,0.000183186507014532,0.874665072781184
"IS13","Eunotia","plant","plant","plant","genus","sessile",6.88e-10,8534019.046,0.005871405103648,NA,0.464025138133967
"IS13","Filamentous algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.464025138133967
"IS13","FPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.119924161044385
"IS13","Fragilaria","plant","plant","plant","genus","sessile",4.18666666666668e-10,90782472.6453333,0.0380075952141797,NA,0.464025138133967
"IS13","Frustulia","plant","plant","plant","genus","sessile",2.392e-08,11549611.57,0.2762667087544,NA,0.464025138133967
"IS13","Fungi","detritus","heterotrophic fungi","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.119924161044385
"IS13","Green algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.464025138133967
"IS13","Macrophytes","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.464025138133967
"IS13","Meridion","plant","plant","plant","genus","sessile",2.212e-09,106584709.9,0.2357653782988,NA,0.464025138133967
"IS13","Mesoveliidae indet. sp. A","animal","ectotherm invertebrate","carnivore","family","swimming",0.002714699772,4,0.010858799088,6.08196163406932e-07,0.874665072781184
"IS13","Metriocnemus sp. A","animal","ectotherm invertebrate","herbivore","genus","walking",0.000332444072,4,0.001329776288,1.3693718466066e-07,0.874665072781184
"IS13","Micropsectra atrofasciata","animal","ectotherm invertebrate","herbivore","species","walking",0.00026951756,32,0.00862456192,9.43860904558244e-07,0.874665072781184
"IS13","Navicula","plant","plant","plant","genus","sessile",6.27533333333332e-10,46095603.7421667,0.0289265278683343,NA,0.464025138133967
"IS13","Nitzschia","plant","plant","plant","genus","sessile",6.252e-10,1608646.65033333,0.0010057258857884,NA,0.464025138133967
"IS13","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",5.2658988e-05,1720,0.09057345936,1.59153110275317e-05,0.874665072781184
"IS13","Orthocladius sp.","animal","ectotherm invertebrate","herbivore","genus","walking",0.000101272648,4,0.000405090592,5.888445113181e-08,0.874665072781184
"IS13","Pinnularia","plant","plant","plant","genus","sessile",1.616e-10,919482.2216,0.00014858832701056,NA,0.464025138133967
"IS13","Potamophylax cingulatus","animal","ectotherm invertebrate","omnivore","species","walking",0.000433401452,4,0.001733605808,1.65307801723782e-07,0.874665072781184
"IS13","Prionocera turcica","animal","ectotherm invertebrate","herbivore","species","walking",0.000314075224,8,0.002512601792,2.63042001725052e-07,0.874665072781184
"IS13","Rheocricotopus effesus","animal","ectotherm invertebrate","herbivore","species","walking",5.644942e-05,4,0.00022579768,3.88847604039167e-08,0.874665072781184
"IS13","Sperchon glandulosus","animal","ectotherm invertebrate","herbivore","species","walking",0.000737255276,52,0.038337274352,3.13366990851624e-06,0.874665072781184
"IS13","Synedra","plant","plant","plant","genus","sessile",9.24e-09,1245565.37,0.0115090240188,NA,0.464025138133967
"IS13","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.119924161044385
"IS13","Thienemanniella sp.","animal","ectotherm invertebrate","herbivore","genus","walking",2.4640104e-05,1284,0.031637893536,6.92902976592115e-06,0.874665072781184
