"Achnanthes minutissima","Baetis muticus","Baetis rhodani","Brachysira vitrea","Chaetopteryx villosa","Chironomidae","Chloroperla tripunctata","CPOM","Cymbella gracilis","Diatoma hyemalis","Diatoma vulgaris","Drusus annulatus","Ecdyonurus","Electrogena lateralis","Elmis aenea","Esolus parallelepipedus","Eunotia rhomboidea","FPOM","Fragilaria construens","Fragilariforma virescens","Frustulia rhomboides","Gomphonema parvulum","Halesus radiatus","Helodes","Hydracarina","Hydropsyche","Hydropsyche siltalai","Isoperla grammatica","Leuctra inermis","Leuctra nigra","Limnius volckmari","Meridion circulare constrictum","Micropterna","Navicula minima","Navicula seminulum","Nemoura","Nitzschia","Oligochaeta","Oreodytes sanmarkii","Oulimnius","Plectrocnemia conspersa","Rhithrogena semicolorata","Rhyacophila dorsalis","Salmo trutta","Sericostoma personatum","Serratella ignita","Silo pallipes","Simuliidae","Siphonoperla torrentium","Surirella linearis","Tabellaria flocculosa","Tanypodinae","Tipulidae"
0,0,0,0,0.002539312,0.002539312,0,0,0,0,0,0.002539312,0.002539312,0.002539312,0.002539312,0,0,0,0,0,0,0,0.002539312,0.002539312,0,0.002539312,0.002539312,0,0.002539312,0.002539312,0.002539312,0,0.002539312,0,0,0.002539312,0,0,0,0.002539312,0,0.002539312,0,0,0.002539312,0,0.002539312,0.002539312,0,0,0,0,0.002539312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391721825,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10771545416,0,0,0,0,0,0,0,0,0,0,0,0,0.10771545416,0,0.10771545416,0.10771545416,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000730206899,0,0,0,0,0,0,0,0,0,0,0,0,0.000730206899,0,0.000730206899,0.000730206899,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001985327104,0.001985327104,0,0,0,0,0.001985327104,0,0,0.001985327104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4579401e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0528342378704,0.0528342378704,0,0,0,0,0,0.0528342378704,0.0528342378704,0.0528342378704,0.0528342378704,0,0,0,0,0,0,0,0,0.0528342378704,0,0.0528342378704,0.0528342378704,0,0.0528342378704,0.0528342378704,0.0528342378704,0,0.0528342378704,0,0,0.0528342378704,0,0.0528342378704,0,0.0528342378704,0,0.0528342378704,0,0,0,0,0.0528342378704,0,0,0,0,0,0
0,0.0178764835581136,0.0178764835581136,0,2.46575845044498,0.438681003782294,0,0,0,0,0,2.46575845044498,2.46575845044498,2.46575845044498,2.46575845044498,0,0,0,0,0,0,0,0.078569847013256,2.46575845044498,0,2.46575845044498,2.46575845044498,0,2.46575845044498,2.46575845044498,2.46575845044498,0,2.46575845044498,0,0,2.46575845044498,0,0.604563244209974,1,2.46575845044498,0,2.46575845044498,1,0,0.641325615446779,0,2.46575845044498,0.641325615446779,0,0,0,0,0.412263884847094
0,0.00488101639905,0.00488101639905,0,0.00488101639905,0.00488101639905,0,0,0,0,0,0.00488101639905,0.00488101639905,0.00488101639905,0.00488101639905,0,0,0,0,0,0,0,0.00488101639905,0.00488101639905,0,0.00488101639905,0.00488101639905,0,0.00488101639905,0.00488101639905,0.00488101639905,0,0.00488101639905,0,0,0.00488101639905,0,0,0,0.00488101639905,0,0.00488101639905,0,0,0.00488101639905,0,0.00488101639905,0.00488101639905,0,0,0,0,0.00488101639905
0,0,0,0,0.00778951632186,0.00778951632186,0,0,0,0,0,0.00778951632186,0.00778951632186,0.00778951632186,0.00778951632186,0,0,0,0,0,0,0,0.00778951632186,0.00778951632186,0,0.00778951632186,0.00778951632186,0,0.00778951632186,0.00778951632186,0.00778951632186,0,0.00778951632186,0,0,0.00778951632186,0,0,0,0.00778951632186,0,0.00778951632186,0,0,0.00778951632186,0,0.00778951632186,0.00778951632186,0,0,0,0,0.00778951632186
0,0,0,0,0.4499834328,0,0,0,0,0,0,0.4499834328,0.4499834328,0.4499834328,0.4499834328,0,0,0,0,0,0,0,0,0.4499834328,0,0.4499834328,0.4499834328,0,0.4499834328,0.4499834328,0.4499834328,0,0.4499834328,0,0,0.4499834328,0,0.4499834328,0,0.4499834328,0,0.4499834328,0,0,0.4499834328,0,0.4499834328,0.4499834328,0,0,0,0,0
0,0.005814818386902,0.005814818386902,0,0.005814818386902,0.005814818386902,0,0,0,0,0,0.005814818386902,0.005814818386902,0.005814818386902,0.005814818386902,0,0,0,0,0,0,0,0.005814818386902,0.005814818386902,0,0.005814818386902,0.005814818386902,0,0.005814818386902,0.005814818386902,0.005814818386902,0,0.005814818386902,0,0,0.005814818386902,0,0.005814818386902,0,0.005814818386902,0,0.005814818386902,0,0,0.005814818386902,0,0.005814818386902,0.005814818386902,0,0,0,0,0.005814818386902
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007096415253,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000928191241,0,0.000928191241,0.000928191241,0,0,0,0,0,0,0,0,0,0,0,0.000928191241,0,0.000928191241,0,0.000928191241,0.000928191241,0,0,0,0,0.000928191241,0,0,0.000928191241,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112423482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112423482,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001098745904,0.001098745904,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01138526271,0.01138526271,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08224274615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08224274615,0.08224274615,0,0,0,0,0.08224274615,0,0,0,0
0,0,0,0,0,0,0.014126209448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014126209448,0.014126209448,0.014126209448,0,0,0,0,0,0,0,0,0,0,0,0,0.014126209448,0,0.014126209448,0.014126209448,0,0,0,0,0.014126209448,0,0,0.014126209448,0
0,0,0,0,0,0,0.000785726158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000785726158,0.000785726158,0.000785726158,0,0,0,0,0,0,0,0,0,0,0,0,0.000785726158,0,0.000785726158,0.000785726158,0,0,0,0,0.000785726158,0,0,0.000785726158,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003987725181,0.003987725181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003987725181,0,0,0,0,0,0,0,0,0
0,0,0,0,0.1081714581831,0.1081714581831,0,0,0,0,0,0.1081714581831,0.1081714581831,0.1081714581831,0.1081714581831,0,0,0,0,0,0,0,0.1081714581831,0.1081714581831,0,0.1081714581831,0.1081714581831,0,0.1081714581831,0.1081714581831,0.1081714581831,0,0.1081714581831,0,0,0.1081714581831,0,0,0,0.1081714581831,0,0.1081714581831,0,0,0.1081714581831,0,0.1081714581831,0.1081714581831,0,0,0,0,0.1081714581831
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315078997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315078997,0,0.000315078997,0,0,0.000315078997,0,0,0,0,0,0,0,0.000315078997,0
0,0.0082926207996,0.0082926207996,0,0.0082926207996,0.0082926207996,0,0,0,0,0,0.0082926207996,0.0082926207996,0.0082926207996,0.0082926207996,0,0,0,0,0,0,0,0.0082926207996,0.0082926207996,0,0.0082926207996,0.0082926207996,0,0.0082926207996,0.0082926207996,0.0082926207996,0,0.0082926207996,0,0,0.0082926207996,0,0.0082926207996,0,0.0082926207996,0,0.0082926207996,0,0,0.0082926207996,0,0.0082926207996,0.0082926207996,0,0,0,0,0.0082926207996
0,0.01441849524,0.01441849524,0,0.01441849524,0.01441849524,0,0,0,0,0,0.01441849524,0.01441849524,0.01441849524,0.01441849524,0,0,0,0,0,0,0,0.01441849524,0.01441849524,0,0.01441849524,0.01441849524,0,0.01441849524,0.01441849524,0.01441849524,0,0.01441849524,0,0,0.01441849524,0,0.01441849524,0,0.01441849524,0,0.01441849524,0,0,0.01441849524,0,0.01441849524,0.01441849524,0,0,0,0,0.01441849524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001834217,0,0,0,0.0001834217,0,0,0,0,0,0,0,0,0,0,0.0001834217,0,0.0001834217,0,0.0001834217,0.0001834217,0,0,0,0,0.0001834217,0,0,0,0
0,0.002254779256,0.002254779256,0,0.002254779256,0.002254779256,0,0,0,0,0,0.002254779256,0.002254779256,0.002254779256,0.002254779256,0,0,0,0,0,0,0,0.002254779256,0.002254779256,0,0.002254779256,0.002254779256,0,0.002254779256,0.002254779256,0.002254779256,0,0.002254779256,0,0,0.002254779256,0,0.002254779256,0,0.002254779256,0,0.002254779256,0,0,0.002254779256,0,0.002254779256,0.002254779256,0,0,0,0,0.002254779256
0,0,0,0,0,0,0.00551537588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551537588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551537588,0,0.00551537588,0,0.00551537588,0.00551537588,0,0,0,0,0.00551537588,0,0,0.00551537588,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005721871355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005721871355,0,0.005721871355,0,0,0.005721871355,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462746142,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246215732,0,0,0,0,0,0,0,0,0,0,0.001246215732,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013856229036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013856229036,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027673879644,0,0,0,0,0,0,0,0,0,0,0,0,0.027673879644,0,0.027673879644,0.027673879644,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92968553568202,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022165949718,0.022165949718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022165949718,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018343414,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003365056028,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004915580733,0.004915580733,0.004915580733,0.004915580733,0,0,0,0,0,0,0,0,0,0,0,0,0.004915580733,0,0.004915580733,0.004915580733,0,0,0,0,0.004915580733,0,0,0.004915580733,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040584102538,0,0,0,0,0,0,0,0,0,0,0,0,0.040584102538,0,0.040584102538,0,0,0,0,0,0.040584102538,0,0,0.040584102538,0
0,0,0,0,0.653961802633,0.653961802633,0,0,0,0,0,0.653961802633,0.653961802633,0.653961802633,0.653961802633,0,0,0,0,0,0,0,0,0.653961802633,0,0.653961802633,0.653961802633,0,0.653961802633,0.653961802633,0.653961802633,0,0.653961802633,0,0,0.653961802633,0,0.653961802633,0,0.653961802633,0,0.653961802633,0,0,0.653961802633,0,0.653961802633,0.653961802633,0,0,0,0,0.653961802633
0,0,0,0,3.596031432126,0,0,0,0,0,0,3.596031432126,3.596031432126,3.596031432126,3.596031432126,0,0,0,0,0,0,0,0,3.596031432126,0,3.596031432126,3.596031432126,0,3.596031432126,3.596031432126,3.596031432126,0,3.596031432126,0,0,3.596031432126,0,0,0,3.596031432126,0,3.596031432126,0,0,0,0,3.596031432126,0,0,0,0,0,0
0,0,0,0,0.000280594041,0,0.000280594041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280594041,0.000280594041,0.000280594041,0.000280594041,0.000280594041,0.000280594041,0,0,0,0,0.000280594041,0,0,0,0,0,0.000280594041,0,0.000280594041,0,0.000280594041,0.000280594041,0.000280594041,0.000280594041,0,0,0.000280594041,0,0,0.000280594041,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01026570309,0,0,0.01026570309,0,0,0,0,0,0,0,0.01026570309,0
