"FW_name","species","biomass","units","bodymass","abundance","species_type","metabolic_type","taxonomic_level","movement_type","losses","efficiencies"
"Narrator Brook","Achnanthes austriaca",1.765200090888,"dry g.m2",2.11e-10,8365877208,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Achnanthes minutissima",23.173689116187,"dry g.m2",2.49e-10,93067024563,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Achnanthes oblongella",1.37793918181,"dry g.m2",2.69e-10,5122450490,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Agapetus fuscipes",0.0003837841696,"dry g.m2",0.000239865106,1.6,"animal","ectotherm invertebrate","species","walking",6.44848735489161e-08,0.88459897241344
"Narrator Brook","Amphinemura sulcicollis",0.0009523868128,"dry g.m2",0.000297620879,3.2,"animal","ectotherm invertebrate","species","walking",1.50318431666852e-07,0.88459897241344
"Narrator Brook","Baetis niger",0.002704689736,"dry g.m2",0.000241490155,11.2,"animal","ectotherm invertebrate","species","walking",4.53563257060247e-07,0.88459897241344
"Narrator Brook","Baetis rhodani",0.0182609373312,"dry g.m2",0.000317030162,57.6,"animal","ectotherm invertebrate","species","walking",2.82986126275389e-06,0.88459897241344
"Narrator Brook","Baetis vernus",0.0069447070592,"dry g.m2",0.000542555239,12.8,"animal","ectotherm invertebrate","species","walking",9.20929594505249e-07,0.88459897241344
"Narrator Brook","Calopteryx virgo",0.0102288462528,"dry g.m2",0.006393028908,1.6,"animal","ectotherm invertebrate","species","walking",6.63335078492451e-07,0.88459897241344
"Narrator Brook","Ceratopogonidae",0.0001378205616,"dry g.m2",8.6137851e-05,1.6,"animal","ectotherm invertebrate","family","walking",3.11651336000825e-08,0.88459897241344
"Narrator Brook","Chironomidae",0.0121989619008,"dry g.m2",0.000107385228,113.6,"animal","ectotherm invertebrate","family","walking",2.58767782683663e-06,0.88459897241344
"Narrator Brook","Chloroperla tripunctata",0.0056025497984,"dry g.m2",0.000875398406,6.4,"animal","ectotherm invertebrate","species","walking",6.46706617150786e-07,0.88459897241344
"Narrator Brook","Cloeon simile",0.0009665255968,"dry g.m2",0.000604078498,1.6,"animal","ectotherm invertebrate","species","walking",1.24238880049408e-07,0.88459897241344
"Narrator Brook","CPOM",NA,"dry g.m2",NA,NA,"detritus","detritus","species","NA",NA,0.13019011553718
"Narrator Brook","Dicranota",0.0013047241728,"dry g.m2",0.000271817536,4.8,"animal","ectotherm invertebrate","genus","walking",2.11416797133707e-07,0.88459897241344
"Narrator Brook","Drusus annulatus",0.0017283074688,"dry g.m2",0.001080192168,1.6,"animal","ectotherm invertebrate","species","walking",1.87701160145447e-07,0.88459897241344
"Narrator Brook","Ecdyonurus dispar",0.1684732535664,"dry g.m2",0.005541883341,30.4,"animal","ectotherm invertebrate","species","walking",1.13875833877141e-05,0.88459897241344
"Narrator Brook","Elmis aenea",0.000790500304,"dry g.m2",0.000247031345,3.2,"animal","ectotherm invertebrate","species","walking",1.3169375780795e-07,0.88459897241344
"Narrator Brook","Empididae",0.0001379519808,"dry g.m2",4.3109994e-05,3.2,"animal","ectotherm invertebrate","family","walking",3.8129541131191e-08,0.88459897241344
"Narrator Brook","Eunotia curvata",2.810908746087,"dry g.m2",4.81e-10,5843885127,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Eunotia exigua",1.4359582948,"dry g.m2",3.94e-10,3644564200,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Eunotia pectinalis",6.6319916438,"dry g.m2",1.48e-09,4481075435,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Eunotia rhomboidea",1.471980045764,"dry g.m2",3.26e-10,4515276214,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Eunotia vanheurckii",39.914817247224,"dry g.m2",8.02e-10,49769098812,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","FPOM",NA,"dry g.m2",NA,NA,"detritus","detritus","species","NA",NA,0.13019011553718
"Narrator Brook","Fragilaria vaucheriae",64.49454828583,"dry g.m2",8.63e-10,74732964410,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Fragilariforma virescens",5.66568448527,"dry g.m2",7.9e-10,7171752513,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Gomphonema gracile",3.989409272426,"dry g.m2",3.34e-10,11944339139,"plant","plant","species","sessile",NA,0.487432933611077
"Narrator Brook","Gomphonema intricatum",1.074311595258,"dry g.m2",1.91e-10,5624668038,"plant","plant","species","sessile",NA,0.487432933611077
