"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"PGUBP4.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"PGUBP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"PGUBP4.csv"
"Mytilaster solisianus","sessile",0.01,"invertebrate",0.13,"PGUBP4.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"PGUBP4.csv"
"Isopoda","walking",0.01,"invertebrate",0.001,"PGUBP4.csv"
"Sebidae","swimming",0.01,"invertebrate",0.001,"PGUBP4.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"PGUBP4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",27,"PGUBP4.csv"
"Lottia subrugosa","walking",0.1,"invertebrate",0.41,"PGUBP4.csv"
"Fissurella clenchi","walking",0.01,"invertebrate",0.1,"PGUBP4.csv"
"Microphrys bicornutus","walking",0.51,"invertebrate",0.51,"PGUBP4.csv"
"Pachygrapsus transversus","walking",1.21,"invertebrate",4.83,"PGUBP4.csv"
"Scartella cristata","swimming",0.01,"ectotherm vertebrate",0.1,"PGUBP4.csv"
"Asteronema breviarticulatum","sessile",0.000228,"primary producer",49.73,"PGUBP4.csv"
"Bachelotia sp","sessile",0.000228,"primary producer",49.73,"PGUBP4.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",81,"PGUBP4.csv"
"Jania rubens","sessile",0.000228,"primary producer",0.01,"PGUBP4.csv"
