"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"RMP1.csv"
"Batzella inops","sessile",0.01,"invertebrate",0.1,"RMP1.csv"
"Gammaridae","swimming",2e-04,"invertebrate",2e-04,"RMP1.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"RMP1.csv"
"Cardiidae","sessile",0.0012,"invertebrate",0.0035,"RMP1.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"RMP1.csv"
"Priapulida","walking",0.022,"invertebrate",0.0438,"RMP1.csv"
"Ammotheidae","walking",2e-04,"invertebrate",4e-04,"RMP1.csv"
"Gobius sp.","swimming",0.37,"ectotherm vertebrate",0.37,"RMP1.csv"
"Tanaidacea","walking",8e-04,"invertebrate",0.003,"RMP1.csv"
"Isopoda","walking",9e-04,"invertebrate",0.002,"RMP1.csv"
"Polychaeta","walking",0.001,"invertebrate",0.02,"RMP1.csv"
"Oligochaeta","walking",0.0014,"invertebrate",0.008,"RMP1.csv"
"Ulva sp.","sessile",0.000228,"primary producer",12.12,"RMP1.csv"
"Acanthochitona crinita","walking",0.0061,"invertebrate",0.006,"RMP1.csv"
"Paracentrotus lividus","walking",6.93,"invertebrate",41.6,"RMP1.csv"
"Coryphoblennius galerita","swimming",1.35,"ectotherm vertebrate",1.35,"RMP1.csv"
"Omalogyra atomus","walking",5e-04,"invertebrate",0.013,"RMP1.csv"
"Caprella sp.","walking",2e-04,"invertebrate",2e-04,"RMP1.csv"
"Pachygrapsus transversus","walking",0.892,"invertebrate",0.89,"RMP1.csv"
"Codium sp.","sessile",0.000228,"primary producer",58,"RMP1.csv"
"Stypocaulon scoparium","sessile",0.000228,"primary producer",12.83,"RMP1.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",320,"RMP1.csv"
"Dictyota sp.","sessile",0.000228,"primary producer",12,"RMP1.csv"
"Padina pavonica","sessile",0.000228,"primary producer",7.5,"RMP1.csv"
"Rhodomelaceae","sessile",0.000228,"primary producer",3590,"RMP1.csv"
"Lithophyllum","sessile",0.000228,"primary producer",0.01,"RMP1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"RMP1.csv"
