"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"PGUBP1.csv"
"Hymeniacidon heliophila","sessile",0.01,"invertebrate",0.1,"PGUBP1.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"PGUBP1.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"PGUBP1.csv"
"Mytilaster solisianus","sessile",0.02,"invertebrate",0.02,"PGUBP1.csv"
"Isopoda","walking",0.01,"invertebrate",0.001,"PGUBP1.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"PGUBP1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",53.33,"PGUBP1.csv"
"Lottia subrugosa","walking",0.01,"invertebrate",0.1,"PGUBP1.csv"
"Pachygrapsus transversus","walking",0.93,"invertebrate",0.93,"PGUBP1.csv"
"Echinometra lucunter","walking",0.01,"invertebrate",0.1,"PGUBP1.csv"
"Malacoctenus delalandii","swimming",0.01,"ectotherm vertebrate",0.1,"PGUBP1.csv"
"Caulerpa racemosa","sessile",0.000228,"primary producer",0.01,"PGUBP1.csv"
"Sargassum cymosum","sessile",0.000228,"primary producer",112,"PGUBP1.csv"
"Bachelotia sp","sessile",0.000228,"primary producer",42.67,"PGUBP1.csv"
"Stramonita haemastoma","walking",3.8,"invertebrate",3.8,"PGUBP1.csv"
"Acanthophora spicifera","sessile",0.000228,"primary producer",0.01,"PGUBP1.csv"
"Gelidium sp.","sessile",0.000228,"primary producer",0.01,"PGUBP1.csv"
