"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS16","Achnanthes","plant","plant","plant","genus","sessile",7.12e-10,19935316.8115667,0.0141939455698355,NA,0.51371390764214
"IS16","Amphora","plant","plant","plant","genus","sessile",3.16e-10,931488.2742,0.0002943502946472,NA,0.51371390764214
"IS16","Bacteria","detritus","heterotrophic bacteria","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.142567045192539
"IS16","Capnia vidua","animal","ectotherm invertebrate","herbivore","species","walking",7.28348e-06,8,5.826784e-05,4.19797924683269e-08,0.894906554457715
"IS16","Clinocera stagnalis","animal","ectotherm invertebrate","carnivore","species","walking",0.000365475112,4,0.001461900448,3.38359748481281e-07,0.894906554457715
"IS16","Cocconeis","plant","plant","plant","genus","sessile",7.92e-09,15151717.1763333,0.12000160003656,NA,0.51371390764214
"IS16","CPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.142567045192539
"IS16","Cymbella","plant","plant","plant","genus","sessile",1.856e-09,518350.4852,0.0009620585005312,NA,0.51371390764214
"IS16","Diamesa bertrami","animal","ectotherm invertebrate","herbivore","species","walking",0.000457657644,4,0.001830630576,3.96947948209679e-07,0.894906554457715
"IS16","Diamesa zernyi","animal","ectotherm invertebrate","herbivore","species","walking",0.000366774536,4,0.001467098144,3.39213450889734e-07,0.894906554457715
"IS16","Diatoma","plant","plant","plant","genus","sessile",6.24e-09,13475405.37,0.0840865295088,NA,0.51371390764214
"IS16","Diploneis","plant","plant","plant","genus","sessile",4.6e-08,315150.5887,0.0144969270802,NA,0.51371390764214
"IS16","Epithemia","plant","plant","plant","genus","sessile",7.746e-09,1751025.856,0.013563446280576,NA,0.51371390764214
"IS16","Eukiefferiella minor","animal","ectotherm invertebrate","herbivore","species","walking",0.000142220528,1584,0.225277316352,6.85564087234172e-05,0.894906554457715
"IS16","Filamentous algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.51371390764214
"IS16","FPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.142567045192539
"IS16","Fragilaria","plant","plant","plant","genus","sessile",4.03333333333332e-10,80469905.6366667,0.0324561952734555,NA,0.51371390764214
"IS16","Fungi","detritus","heterotrophic fungi","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.142567045192539
"IS16","Gomphonema","plant","plant","plant","genus","sessile",2.236e-10,3508952.208,0.0007846017137088,NA,0.51371390764214
"IS16","Green algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.51371390764214
"IS16","Limnophora riparia","animal","ectotherm invertebrate","carnivore","species","walking",0.000917404244,28,0.025687318832,4.55266630077209e-06,0.894906554457715
"IS16","Macrophytes","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.51371390764214
"IS16","Meridion","plant","plant","plant","genus","sessile",2.348e-09,6996877.928,0.016428669374944,NA,0.51371390764214
"IS16","Metriocnemus sp. B","animal","ectotherm invertebrate","herbivore","genus","walking",6.5183292e-05,4,0.000260733168,9.94916001738976e-08,0.894906554457715
"IS16","Micropsectra atrofasciata","animal","ectotherm invertebrate","herbivore","species","walking",0.000104580112,444,0.046433569728,1.54483283438529e-05,0.894906554457715
"IS16","Navicula","plant","plant","plant","genus","sessile",3.5573e-09,5020114.4662375,0.0178580531907467,NA,0.51371390764214
"IS16","Nitzschia","plant","plant","plant","genus","sessile",2.2848e-10,13115670.299,0.00299666834991552,NA,0.51371390764214
"IS16","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",8.7787164e-05,1508,0.132383043312,4.63369051380052e-05,0.894906554457715
"IS16","Opephora","plant","plant","plant","genus","sessile",1.828e-09,1036700.97,0.00189508937316,NA,0.51371390764214
"IS16","Orthocladius sp.","animal","ectotherm invertebrate","herbivore","genus","walking",0.00011673868,180,0.0210129624,6.77149646751557e-06,0.894906554457715
"IS16","Pinnularia","plant","plant","plant","genus","sessile",1.408e-09,3600038.912,0.005068854788096,NA,0.51371390764214
