"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS8","Achnanthes","plant","plant","plant","genus","sessile",7.62e-10,682416.53495,0.0005200013996319,NA,0.569373791434623
"IS8","Amphora","plant","plant","plant","genus","sessile",5.42e-11,4835277.9905,0.0002620720670851,NA,0.569373791434623
"IS8","Bacteria","detritus","heterotrophic bacteria","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.17225869236368
"IS8","Cocconeis","plant","plant","plant","genus","sessile",4.638e-09,10692519.058,0.049591903391004,NA,0.569373791434623
"IS8","CPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.17225869236368
"IS8","Cricotopus sp. A","animal","ectotherm invertebrate","herbivore","genus","walking",0.000154728136,124,0.019186288864,1.46481368013862e-05,0.914220888787003
"IS8","Cyclotella","plant","plant","plant","genus","sessile",7.92e-09,293643.3812,0.002325655579104,NA,0.569373791434623
"IS8","Cymbella","plant","plant","plant","genus","sessile",1.056e-09,709205.6817,0.0007489211998752,NA,0.569373791434623
"IS8","Diatoma","plant","plant","plant","genus","sessile",1.048e-08,163653.5461,0.001715089163128,NA,0.569373791434623
"IS8","Eukiefferiella minor","animal","ectotherm invertebrate","herbivore","species","walking",0.000153270244,40,0.00613080976,4.69355128433837e-06,0.914220888787003
"IS8","Filamentous algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.569373791434623
"IS8","FPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.17225869236368
"IS8","Fragilaria","plant","plant","plant","genus","sessile",1.16013333333333e-09,7442057.33273333,0.00863377878028168,NA,0.569373791434623
"IS8","Fungi","detritus","heterotrophic fungi","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.17225869236368
"IS8","Gomphonema","plant","plant","plant","genus","sessile",2.976e-10,4256532.9572,0.00126674420806272,NA,0.569373791434623
"IS8","Green algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.569373791434623
"IS8","Hebridae indet.","animal","ectotherm invertebrate","carnivore","genus","swimming",0.007264547644,4,0.029058190576,7.2658191555515e-06,0.914220888787003
"IS8","Limnophora riparia","animal","ectotherm invertebrate","carnivore","species","walking",0.000804918308,60,0.04829509848,2.28560688686538e-05,0.914220888787003
"IS8","Macrophytes","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.569373791434623
"IS8","Melosira","plant","plant","plant","genus","sessile",1.704e-10,657774.7423,0.00011208481608792,NA,0.569373791434623
"IS8","Meridion","plant","plant","plant","genus","sessile",2.488e-09,163653.5461,0.0004071700226968,NA,0.569373791434623
"IS8","Micropsectra atrofasciata","animal","ectotherm invertebrate","herbivore","species","walking",9.4791776e-05,96,0.009100010496,8.00838429699448e-06,0.914220888787003
"IS8","Naucoridae indet.","animal","ectotherm invertebrate","carnivore","family","swimming",0.006815048748,4,0.027260194992,6.94367621308201e-06,0.914220888787003
"IS8","Navicula","plant","plant","plant","genus","sessile",2.1348e-09,1278877.3927,0.00273014745793596,NA,0.569373791434623
"IS8","Nitzschia","plant","plant","plant","genus","sessile",2.786e-10,191455.89675,5.333961283455e-05,NA,0.569373791434623
"IS8","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",6.7644612e-05,7712,0.521675247744,0.000506289713404571,0.914220888787003
"IS8","Orthocladius sp.","animal","ectotherm invertebrate","herbivore","genus","walking",0.000201031344,56,0.011257755264,7.9665779825629e-06,0.914220888787003
"IS8","Radix balthica","animal","ectotherm invertebrate","herbivore","species","walking",0.001655878316,6120,10.13397529392,0.00389070320976987,0.914220888787003
"IS8","Rhoicosphenia","plant","plant","plant","genus","sessile",1.06e-10,90592321.7,0.0096027861002,NA,0.569373791434623
"IS8","Rhopalodia","plant","plant","plant","genus","sessile",3.616e-08,880930.1436,0.031854433992576,NA,0.569373791434623
"IS8","Salmo trutta","animal","ectotherm vertebrate","carnivore","species","swimming",26.70631952,0.076190476,2.03476719643689,0.000172641812083276,0.914220888787003
"IS8","Simulium aureum","animal","ectotherm invertebrate","omnivore","species","walking",0.000919600516,3332,3.064108919312,0.00139516936920575,0.914220888787003
"IS8","Simulium vittatum","animal","ectotherm invertebrate","omnivore","species","walking",0.001159433896,1580,1.83190555568,0.000779898788039971,0.914220888787003
"IS8","Synedra","plant","plant","plant","genus","sessile",1.536e-08,37091104.97,0.5697193723392,NA,0.569373791434623
"IS8","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.17225869236368
