"fwName","uniqueID","taxon","metabolic_type","bodymass","bodymass_units","abundance","abundance_units","biomass","biomass_units","trophic_1","trophic_2","strata","mobility","group","rank","kingdom","phylum","class","order","family","genus","canonicalName","authorship"
"foodweb1","Y2_UT_01c","Acrobeles","invertebrate","1.1099999999999989E-9",NA,26424.0987654321,"indiv_m2","2.9330749629629603E-5","g_dwt_m2","sapro","Bacterial-feeding",NA,NA,"Nematoda","GENUS","Animalia","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeles","Acrobeles","von Linstow, 1877"
"foodweb1","Y2_UT_01c","Cozyptila_sp","invertebrate","5.1861349999999997E-3","g_dwt",6.36942675159236,"indiv_m2","3.3032707006369393E-2","g_dwt_m2","preda",NA,"above","M","Araneae","GENUS","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Cozyptila","Cozyptila","Lehtinen & Marusik, 2005"
"foodweb1","Y2_UT_01c","Curculionidae_sp_I","invertebrate","3.2609097222222197E-3","g_dwt",6.36942675159236,"indiv_m2","2.0770125619249801E-2","g_dwt_m2","phyto",NA,"above","M","Coleoptera","FAMILY","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,"Curculionidae",NA
"foodweb1","Y2_UT_01c","Curculionidae_sp_L","invertebrate","1.1312876984126998E-3","g_dwt",6.36942675159236,"indiv_m2","7.2056541300171998E-3","g_dwt_m2","phyto",NA,"above","M","Coleoptera","FAMILY","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,"Curculionidae",NA
"foodweb1","Y2_UT_01c","Episinus_sp","invertebrate","4.3948165584415587E-4","g_dwt",6.36942675159236,"indiv_m2","2.79924621556787E-3","g_dwt_m2","preda",NA,"above","M","Araneae","GENUS","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae","Episinus","Episinus","Latreille, 1809"
"foodweb1","Y2_UT_01c","Hahnia_sp","invertebrate","5.1091269841269842E-5","g_dwt",6.36942675159236,"indiv_m2","3.25422100899808E-4","g_dwt_m2","preda",NA,"above","M","Araneae","GENUS","Animalia","Arthropoda","Arachnida","Araneae","Hahniidae","Hahnia","Hahnia","C.L.Koch, 1841"
"foodweb1","Y2_UT_01c","Harpactea_sp","invertebrate","5.0099999999999993E-4","g_dwt",6.36942675159236,"indiv_m2","3.1910828025477696E-3","g_dwt_m2","preda",NA,"above","M","Araneae","GENUS","Animalia","Arthropoda","Arachnida","Araneae","Dysderidae","Harpactea","Harpactea","Bristowe, 1939"
"foodweb1","Y2_UT_01c","Hirudinea_sp","invertebrate","3.4349999999999997E-3","g_dwt",6.36942675159236,"indiv_m2","2.1878980891719701E-2","g_dwt_m2","preda",NA,"above","R","Hirudinea","SUBCLASS",NA,NA,NA,NA,NA,NA,NA,NA
"foodweb1","Y2_UT_01c","Japygidae_sp","invertebrate","1.04166666666667E-4","g_dwt",6.36942675159236,"indiv_m2","6.6348195329087251E-4",NA,"sapro",NA,NA,NA,"Japygidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"foodweb1","Y2_UT_01c","Julus_colchicus","invertebrate","3.2835999999999997E-2","g_dwt",6.36942675159236,"indiv_m2","0.20914649681528699","g_dwt_m2","sapro",NA,"above","R","Diplopoda","SPECIES","Animalia","Arthropoda","Diplopoda","Julida","Julidae","Julus","Julus colchicus","Lohmander, 1936"
