"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Leucothoidae","swimming",0.003,"invertebrate",0.0059,"RMP5.csv"
"Lipophrys pholis","swimming",1.01,"ectotherm vertebrate",1.01,"RMP5.csv"
"Coryphoblennius galerita","swimming",0.47,"ectotherm vertebrate",1.4,"RMP5.csv"
"Pachygrapsus transversus","walking",0.34,"invertebrate",0.34,"RMP5.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"RMP5.csv"
"Gammaridae","swimming",3e-04,"invertebrate",0.0013,"RMP5.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"RMP5.csv"
"Parablennius parvicornis","swimming",0.29,"ectotherm vertebrate",0.29,"RMP5.csv"
"Tanaidacea","walking",0.0011,"invertebrate",NA,"RMP5.csv"
"Isopoda","walking",5e-04,"invertebrate",0.0011,"RMP5.csv"
"Polychaeta","walking",0.001,"invertebrate",0.012,"RMP5.csv"
"Oligochaeta","walking",0.0012,"invertebrate",0.0036,"RMP5.csv"
"Ulva sp.","sessile",0.000228,"primary producer",12.67,"RMP5.csv"
"Omalogyra atomus","walking",5e-04,"invertebrate",5e-04,"RMP5.csv"
"Codium sp.","sessile",0.000228,"primary producer",0.01,"RMP5.csv"
"Codium adhaerens","sessile",0.000228,"primary producer",0.01,"RMP5.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",6.5,"RMP5.csv"
"Dictyota bartayresiana","sessile",0.000228,"primary producer",0.03,"RMP5.csv"
"Padina pavonica","sessile",0.000228,"primary producer",0.2,"RMP5.csv"
"Rhodomelaceae","sessile",0.000228,"primary producer",52000,"RMP5.csv"
"Ceramium sp.","sessile",0.000228,"primary producer",0.13,"RMP5.csv"
