"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Sphaeromatidae","walking",0.003,"invertebrate",0.009,"F1P1.csv"
"Bathygobius fuscus","swimming",0.9,"ectotherm vertebrate",0.9,"F1P1.csv"
"Anemonia natalensis","sessile",0.005,"invertebrate",0.1,"F1P1.csv"
"Antennablennius bifilum","swimming",0.77,"ectotherm vertebrate",0.77,"F1P1.csv"
"PhytoP","other",1e-04,"primary producer",0.5,"F1P1.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.0017,"F1P1.csv"
"Tedania anhelans","sessile",0.01,"invertebrate",0.1,"F1P1.csv"
"Chthamalus dentatus","sessile",0.01,"invertebrate",0.1,"F1P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"F1P1.csv"
"Palythoa nelliae","sessile",89,"invertebrate",89,"F1P1.csv"
"Zoanthus sansibaricus","sessile",0.01,"invertebrate",0.1,"F1P1.csv"
"Tetraclita spp.","sessile",0.01,"invertebrate",0.1,"F1P1.csv"
"Diplosoma modestum","sessile",45,"invertebrate",45,"F1P1.csv"
"Aplidium lubricum","sessile",0.01,"invertebrate",0.1,"F1P1.csv"
"Geodia sp.","sessile",22,"invertebrate",22,"F1P1.csv"
"Hymeniacidon sp.","sessile",0.01,"invertebrate",0.1,"F1P1.csv"
"Haliclona sp.","sessile",8.05,"invertebrate",8.05,"F1P1.csv"
"Polychaeta","walking",0.005,"invertebrate",0.096,"F1P1.csv"
"Oligochaeta","walking",2e-04,"invertebrate",2e-04,"F1P1.csv"
"Ophiurida","walking",0.0031,"invertebrate",0.003,"F1P1.csv"
"Metopograpsus messor","walking",0.0073,"invertebrate",0.007,"F1P1.csv"
"Caulerpa racemosa v. uvifera","sessile",0.000228,"primary producer",6.975,"F1P1.csv"
"Parvulastra exigua","walking",0.225,"invertebrate",0.45,"F1P1.csv"
"Amphitoidae","swimming",0.0013,"invertebrate",0.001,"F1P1.csv"
"Clibanarius virescens","walking",4.11,"invertebrate",90.47,"F1P1.csv"
"Cirolanidae","swimming",1.38,"invertebrate",11.07,"F1P1.csv"
"Caulerpa zeyheri","sessile",0.000228,"primary producer",11.15,"F1P1.csv"
"Morula uva","walking",0.01,"invertebrate",0.1,"F1P1.csv"
"Tenguella granulata","walking",0.01,"invertebrate",0.1,"F1P1.csv"
"Cladophora herpestica","sessile",0.000228,"primary producer",3.01,"F1P1.csv"
"Neomeris vanbosseae","sessile",0.000228,"primary producer",2.65,"F1P1.csv"
"Valonia macrophysa","sessile",0.000228,"primary producer",19.95,"F1P1.csv"
"Ulva sp.","sessile",0.000228,"primary producer",4.05,"F1P1.csv"
"Laurencia flexuosa","sessile",0.000228,"primary producer",4.7,"F1P1.csv"
"Laurencia pumila","sessile",0.000228,"primary producer",39.8,"F1P1.csv"
"Jania intermedia","sessile",0.000228,"primary producer",12.8,"F1P1.csv"
"Gelidiella acerosa","sessile",0.000228,"primary producer",26.6666666666667,"F1P1.csv"
"Pterocladia sp.","sessile",0.000228,"primary producer",19.3333333333333,"F1P1.csv"
"Hypnea sp.","sessile",0.000228,"primary producer",145.666666666667,"F1P1.csv"
"Canistrocarpus cervicornis","sessile",0.000228,"primary producer",0.01,"F1P1.csv"
"Dictyopteris delicatula","sessile",0.000228,"primary producer",4,"F1P1.csv"
"Dictyota sp.","sessile",0.000228,"primary producer",31.2,"F1P1.csv"
"Lobophora variegata","sessile",0.000228,"primary producer",8.66666666666667,"F1P1.csv"
"Padina boryana","sessile",0.000228,"primary producer",164,"F1P1.csv"
"Sargassum elegans","sessile",0.000228,"primary producer",59.6,"F1P1.csv"
"Colpomenia sinuosa","sessile",0.000228,"primary producer",3.13333333333333,"F1P1.csv"
"Hydroclathrus clathratus","sessile",0.000228,"primary producer",0.01,"F1P1.csv"
"Triphoridae","walking",0.0088,"invertebrate",0.0088,"F1P1.csv"
"Nemertea","walking",2e-04,"invertebrate",0.002,"F1P1.csv"
"Mitridae","walking",2.76,"invertebrate",2.76,"F1P1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"F1P1.csv"
"Conus ebraeus","walking",3.2,"invertebrate",3.2,"F1P1.csv"
"Conus tinianus","walking",2.9,"invertebrate",2.9,"F1P1.csv"
"Valoniopsis pachynema","sessile",0.000228,"primary producer",11.2666666666667,"F1P1.csv"
