"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"GJAP4.csv"
"Didemnum granulatum","sessile",0.01,"invertebrate",0.1,"GJAP4.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"GJAP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"GJAP4.csv"
"Polychaeta","walking",3e-04,"invertebrate",6e-04,"GJAP4.csv"
"Gammaridae","swimming",5e-04,"invertebrate",5e-04,"GJAP4.csv"
"Pagurus sp.","walking",0.48,"invertebrate",0.48,"GJAP4.csv"
"Fissurella rosea","walking",0.0018,"invertebrate",0.0123,"GJAP4.csv"
"Stramonita haemastoma","walking",2.388,"invertebrate",14.33,"GJAP4.csv"
"Olivancillaria sp.","walking",0.133,"invertebrate",0.2652,"GJAP4.csv"
"Eulithidium affine","walking",9e-04,"invertebrate",0.0054,"GJAP4.csv"
"Oligochaeta","walking",4e-04,"invertebrate",4e-04,"GJAP4.csv"
"Bryopsis pennata","sessile",0.000228,"primary producer",4.66,"GJAP4.csv"
"Tegula viridula","walking",1.76,"invertebrate",3.52,"GJAP4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",13.5,"GJAP4.csv"
"Lobophora variegata","sessile",0.000228,"primary producer",0.967,"GJAP4.csv"
"Spatoglossum schroederi","sessile",0.000228,"primary producer",7.64,"GJAP4.csv"
"Sphacelaria sp.","sessile",0.000228,"primary producer",0.44,"GJAP4.csv"
"Bathygobius soporator","swimming",1.17,"ectotherm vertebrate",1.17,"GJAP4.csv"
"Acanthophora spicifera","sessile",0.000228,"primary producer",8.15,"GJAP4.csv"
"Corallina sp.","sessile",0.000228,"primary producer",78,"GJAP4.csv"
"Gelidium pusillum","sessile",0.000228,"primary producer",34.55,"GJAP4.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",110.8,"GJAP4.csv"
"Plocamium brasiliense","sessile",0.000228,"primary producer",27.9,"GJAP4.csv"
"Boonea jadisi","walking",1e-04,"invertebrate",0.01,"GJAP4.csv"
