"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Tanaidacea","walking",2e-04,"invertebrate",2e-04,"F2P2.csv"
"Nemertea","walking",5e-04,"invertebrate",0.001,"F2P2.csv"
"PhytoP","other",1e-04,"primary producer",0.5,"F2P2.csv"
"Iotrochota purpurea","sessile",0.01,"invertebrate",0.1,"F2P2.csv"
"Tedania anhelans","sessile",54,"invertebrate",2.5,"F2P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"F2P2.csv"
"Palythoa nelliae","sessile",101.25,"invertebrate",101.25,"F2P2.csv"
"Isaurus tuberculatus","sessile",0.01,"invertebrate",0.1,"F2P2.csv"
"Bryozoa","sessile",0.0274,"invertebrate",0.027,"F2P2.csv"
"Hymeniacidon sp.","sessile",259.6,"invertebrate",0.1,"F2P2.csv"
"Haliclona sp.","sessile",40.25,"invertebrate",8.05,"F2P2.csv"
"Perna perna","sessile",11.23,"invertebrate",22.46,"F2P2.csv"
"Polychaeta","walking",0.0172,"invertebrate",0.6,"F2P2.csv"
"Oligochaeta","walking",0.003,"invertebrate",0.003,"F2P2.csv"
"Ophiurida","walking",0.0029,"invertebrate",0.1695,"F2P2.csv"
"Acanthonyx quadridentatus","walking",0.127,"invertebrate",0.38,"F2P2.csv"
"Caulerpa racemosa v. uvifera","sessile",0.000228,"primary producer",164.3,"F2P2.csv"
"Diodora sp.","walking",0.0274,"invertebrate",0.06,"F2P2.csv"
"Antennablennius bifilum","swimming",1.105,"ectotherm vertebrate",2.21,"F2P2.csv"
"Amphitoidae","swimming",8e-04,"invertebrate",0.0024,"F2P2.csv"
"Caulerpa scalpelliformis denticulata","sessile",0.000228,"primary producer",0.01,"F2P2.csv"
"Codium prostratum","sessile",0.000228,"primary producer",109.65,"F2P2.csv"
"Halimeda cuneata","sessile",0.000228,"primary producer",42.25,"F2P2.csv"
"Nassariidae","walking",0.01,"invertebrate",0.1,"F2P2.csv"
"Chamaedoris delphinii","sessile",0.000228,"primary producer",89.33,"F2P2.csv"
"Helcogramma obtusirostris","swimming",0.74,"ectotherm vertebrate",1.48,"F2P2.csv"
"Valonia macrophysa","sessile",0.000228,"primary producer",182.9,"F2P2.csv"
"Chondria armata","sessile",0.000228,"primary producer",215,"F2P2.csv"
"Griffithsia sp.","sessile",0.000228,"primary producer",218.1,"F2P2.csv"
"Laurencia pumila","sessile",0.000228,"primary producer",26.97,"F2P2.csv"
"Jania intermedia","sessile",0.000228,"primary producer",161.4,"F2P2.csv"
"Pneophyllum amplexifrons","sessile",0.000228,"primary producer",0.01,"F2P2.csv"
"Hypnea sp.","sessile",0.000228,"primary producer",106.67,"F2P2.csv"
"Gracilaria corticata","sessile",0.000228,"primary producer",150.53,"F2P2.csv"
"Gracilaria salicornia","sessile",0.000228,"primary producer",41.9,"F2P2.csv"
"Liagora ceranoides","sessile",0.000228,"primary producer",184,"F2P2.csv"
"Plocamium sp.","sessile",0.000228,"primary producer",0.01,"F2P2.csv"
"Dictyota sp.","sessile",0.000228,"primary producer",39.6,"F2P2.csv"
"Padina boryana","sessile",0.000228,"primary producer",64.33,"F2P2.csv"
"Sargassum aquifolium","sessile",0.000228,"primary producer",118.45,"F2P2.csv"
"Splachnidium rugosum","sessile",0.000228,"primary producer",57.8,"F2P2.csv"
"Anemonia natalensis","sessile",0.0069,"invertebrate",0.81,"F2P2.csv"
"Epitoniidae","walking",0.0056,"invertebrate",0.01,"F2P2.csv"
"Thalessa savignyi","walking",0.81,"invertebrate",0.81,"F2P2.csv"
"Amphilochidae","swimming",8e-04,"invertebrate",0.002,"F2P2.csv"
