"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Sphaeromatidae","walking",0.05,"invertebrate",0.05,"F2P3.csv"
"Hydrozoa","swimming",0.01,"invertebrate",0.1,"F2P3.csv"
"Helcogramma obtusirostris","swimming",0.602,"ectotherm vertebrate",0.602,"F2P3.csv"
"Antennablennius bifilum","swimming",1.203,"ectotherm vertebrate",8.42,"F2P3.csv"
"Tanaidacea","walking",2e-04,"invertebrate",2e-04,"F2P3.csv"
"Physalia physalis","swimming",0.01,"invertebrate",0.1,"F2P3.csv"
"Nemertea","walking",4e-04,"invertebrate",0.0012,"F2P3.csv"
"PhytoP","other",1e-04,"primary producer",0.5,"F2P3.csv"
"Iotrochota purpurea","sessile",111.2,"invertebrate",0.1,"F2P3.csv"
"Tedania anhelans","sessile",0.01,"invertebrate",0.1,"F2P3.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"F2P3.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"F2P3.csv"
"Palythoa nelliae","sessile",0.01,"invertebrate",0.1,"F2P3.csv"
"Isaurus tuberculatus","sessile",203.53,"invertebrate",0.1,"F2P3.csv"
"Zoanthus sansibaricus","sessile",0.01,"invertebrate",0.1,"F2P3.csv"
"Sycon sp.","sessile",0.01,"invertebrate",0.1,"F2P3.csv"
"Hymeniacidon sp.","sessile",12.47,"invertebrate",12.47,"F2P3.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"F2P3.csv"
"Perna perna","sessile",0.0012,"invertebrate",0.0012,"F2P3.csv"
"Polychaeta","walking",0.0063,"invertebrate",0.076,"F2P3.csv"
"Oligochaeta","walking",0.0011,"invertebrate",0.006,"F2P3.csv"
"Ophiurida","walking",0.0134,"invertebrate",0.027,"F2P3.csv"
"Barbatia obliquata","sessile",9,"invertebrate",9,"F2P3.csv"
"Acanthonyx quadridentatus","walking",0.0088,"invertebrate",0.0088,"F2P3.csv"
"Amphilochidae","swimming",5e-04,"invertebrate",0.0042,"F2P3.csv"
"Stenothoidae","swimming",9e-04,"invertebrate",0.0018,"F2P3.csv"
"Caulerpa cupressoides","sessile",0.000228,"primary producer",0.01,"F2P3.csv"
"Pycnogonida","walking",0.011,"invertebrate",0.011,"F2P3.csv"
"Parvulastra exigua","walking",0.22,"invertebrate",0.22,"F2P3.csv"
"Rissoidae","walking",0.0041,"invertebrate",0.0081,"F2P3.csv"
"Amphitoidae","swimming",0.0015,"invertebrate",0.0015,"F2P3.csv"
"Clibanarius virescens","walking",3.91,"invertebrate",11.73,"F2P3.csv"
"Caulerpa racemosa v. uvifera","sessile",0.000228,"primary producer",14.33,"F2P3.csv"
"Halimeda cuneata","sessile",0.000228,"primary producer",2965,"F2P3.csv"
"Parvocaulis parvulus","sessile",0.000228,"primary producer",0.01,"F2P3.csv"
"Chamaedoris delphinii","sessile",0.000228,"primary producer",14.75,"F2P3.csv"
"Dictyosphaeria cavernosa","sessile",0.000228,"primary producer",39.55,"F2P3.csv"
"Valonia macrophysa","sessile",0.000228,"primary producer",162.1,"F2P3.csv"
"Valoniopsis pachynema","sessile",0.000228,"primary producer",33.68,"F2P3.csv"
"Ulva sp.","sessile",0.000228,"primary producer",195.8,"F2P3.csv"
"Chondria armata","sessile",0.000228,"primary producer",253.2,"F2P3.csv"
"Laurencia pumila","sessile",0.000228,"primary producer",12.7,"F2P3.csv"
"Jania intermedia","sessile",0.000228,"primary producer",42.3,"F2P3.csv"
"Gelidium sp.","sessile",0.000228,"primary producer",3145,"F2P3.csv"
"Hypnea sp.","sessile",0.000228,"primary producer",52.07,"F2P3.csv"
"Gracilaria corticata","sessile",0.000228,"primary producer",52.3,"F2P3.csv"
"Dictyopteris macrocarpa","sessile",0.000228,"primary producer",118.73,"F2P3.csv"
"Sargassum aquifolium","sessile",0.000228,"primary producer",88.33,"F2P3.csv"
"Anemonia natalensis","sessile",0.0032,"invertebrate",0.15,"F2P3.csv"
"Aeolidiidae","walking",0.0023,"invertebrate",0.0023,"F2P3.csv"
"Architectonicidae","walking",0.0427,"invertebrate",0.043,"F2P3.csv"
"Capulidae","walking",0.2253,"invertebrate",0.225,"F2P3.csv"
"Thalessa savignyi","walking",6.92,"invertebrate",6.92,"F2P3.csv"
