"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Sphaeromatidae","walking",0.0023,"invertebrate",0.0023,"F1P4.csv"
"Anemonia natalensis","sessile",0.0651,"invertebrate",1.37,"F1P4.csv"
"Thalamita crenata","walking",0.01,"invertebrate",0.01,"F1P4.csv"
"PhytoP","other",1e-04,"primary producer",0.5,"F1P4.csv"
"Iotrochota purpurea","sessile",0.01,"invertebrate",0.1,"F1P4.csv"
"Tedania anhelans","sessile",0.01,"invertebrate",0.1,"F1P4.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"F1P4.csv"
"Sycon sp.","sessile",0.01,"invertebrate",0.1,"F1P4.csv"
"Bryozoa","sessile",0.0098,"invertebrate",0.0098,"F1P4.csv"
"Actinothoe sp.","sessile",0.1575,"invertebrate",0.63,"F1P4.csv"
"Insecta","swimming",0.0029,"invertebrate",0.029,"F1P4.csv"
"Pyramidellidae","walking",0.0043,"invertebrate",0.0043,"F1P4.csv"
"Perna perna","sessile",0.0079,"invertebrate",0.11,"F1P4.csv"
"Modiolula sp.","sessile",0.0233,"invertebrate",0.023,"F1P4.csv"
"Musculus sp.","sessile",0.0054,"invertebrate",0.011,"F1P4.csv"
"Polychaeta","walking",0.002,"invertebrate",0.002,"F1P4.csv"
"Pinnidae","sessile",0.0277,"invertebrate",0.028,"F1P4.csv"
"Turtonia sp.","sessile",0.004,"invertebrate",0.004,"F1P4.csv"
"Ophiurida","walking",0.0355,"invertebrate",0.036,"F1P4.csv"
"Menaethius monoceros","walking",0.05,"invertebrate",0.05,"F1P4.csv"
"Metopograpsus messor","walking",7e-04,"invertebrate",0.007,"F1P4.csv"
"Bryopsis pennata","sessile",0.000228,"primary producer",0.01,"F1P4.csv"
"Diodora sp.","walking",0.0027,"invertebrate",0.0027,"F1P4.csv"
"Tricolia sp.","walking",0.0018,"invertebrate",0.054,"F1P4.csv"
"Parvulastra exigua","walking",0.21,"invertebrate",0.21,"F1P4.csv"
"Rissoidae","walking",0.0021,"invertebrate",0.0042,"F1P4.csv"
"Antennablennius bifilum","swimming",8.4,"ectotherm vertebrate",8.4,"F1P4.csv"
"Ischnochiton sp.","walking",0.0295,"invertebrate",0.1,"F1P4.csv"
"Janiridae","swimming",0.0018,"invertebrate",0.0055,"F1P4.csv"
"Clibanarius virescens","walking",2.936,"invertebrate",14.68,"F1P4.csv"
"Caulerpa racemosa v. uvifera","sessile",0.000228,"primary producer",7.66666666666667,"F1P4.csv"
"Codium prostratum","sessile",0.000228,"primary producer",0.01,"F1P4.csv"
"Valoniopsis pachynema","sessile",0.000228,"primary producer",65.6,"F1P4.csv"
"Ulva sp.","sessile",0.000228,"primary producer",0.01,"F1P4.csv"
"Griffithsia sp.","sessile",0.000228,"primary producer",36.3333333333333,"F1P4.csv"
"Osmundaria melvillii","sessile",0.000228,"primary producer",103.4,"F1P4.csv"
"Gelidium sp.","sessile",0.000228,"primary producer",290.6,"F1P4.csv"
"Gracilaria corticata","sessile",0.000228,"primary producer",97.1,"F1P4.csv"
"Gracilaria salicornia","sessile",0.000228,"primary producer",17.6666666666667,"F1P4.csv"
"Gracilaria truncata","sessile",0.000228,"primary producer",20,"F1P4.csv"
"Ceratodictyon sp.","sessile",0.000228,"primary producer",198.4,"F1P4.csv"
"Hormophysa cuneiformis","sessile",0.000228,"primary producer",32.72,"F1P4.csv"
"Sargassum aquifolium","sessile",0.000228,"primary producer",41.5,"F1P4.csv"
"Sargassum elegans","sessile",0.000228,"primary producer",48.2,"F1P4.csv"
"Hydroclathrus clathratus","sessile",0.000228,"primary producer",97.5333333333333,"F1P4.csv"
"Triphoridae","walking",5e-04,"invertebrate",0.0016,"F1P4.csv"
"Epitoniidae","walking",0.0011,"invertebrate",0.0032,"F1P4.csv"
"Mancinella alouina","walking",16.79,"invertebrate",50.38,"F1P4.csv"
"Nemertea","walking",9e-04,"invertebrate",0.001,"F1P4.csv"
